"addr_short","ISIid","author","address","lon","lat"
" Corvallis,  OR 97331 USA","WOS:000319611600001","Noakes, David L. G."," Oregon State Univ, Dept Fisheries & Wildlife, Corvallis, OR 97331 USA",-123.3,44.6
" Corvallis,  OR 97331 USA","WOS:000332749800007","Batchelder, Harold P."," Oregon State Univ, Coll Earth Ocean & Atmospher Sci, Corvallis, OR 97331 USA",-123.3,44.6
" Corvallis,  OR 97331 USA","WOS:000341517800001","Thompson, Kevin A."," Oregon State Univ, Dept Fisheries & Wildlife, Corvallis, OR 97331 USA",-123.3,44.6
" Corvallis,  OR 97331 USA","WOS:000341517800001","Heppell, Selina S."," Oregon State Univ, Dept Fisheries & Wildlife, Corvallis, OR 97331 USA",-123.3,44.6
" Crete,  Greece","WOS:000300809400007","Papadakis, Vassilis M."," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Papadakis, Ioannis E."," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Lamprianidou, Fani"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Glaropoulos, Alexios"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Kentouri, Maroudio"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Papadakis, Vassilis M."," Fdn Res & Technol Hellas, Inst Elect Struct & Laser, Iraklion 71110, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000300809400007","Papadakis, Ioannis E."," Hellen Ctr Marine Res, Inst Aquaculture, Iraklion 71003, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000303496300003","Sfakianakis, D. G."," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000303496300003","Somarakis, S."," Hellen Ctr Marine Res, Inst Marine Biol Resources, Iraklion 71003, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Papadakis, I. E."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Papadakis, V. M."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Glaropoulos, A."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Petroutsos, S. I."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Png Gonzalez, L."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Kentouri, M."," Campus Univ Crete Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000320294500021","Papadakis, V. M."," Fdn Res & Technol, Inst Elect Struct & Laser, Iraklion 71110, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Papadakis, Ioannis E."," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Papadakis, Vassilis M."," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Glaropoulos, Alexios"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Lamprianidou, Fani"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Kentouri, Maroudio"," Univ Crete, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000331437600004","Papadakis, Vassilis M."," Inst Elect Struct & Laser, Fdn Res & Technol, Iraklion 71110, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000339106200004","Fatira, Effrosyni"," Univ Crete, Dept Biol, Iraklion 71409, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000339106200004","Pavlidis, Michail"," Univ Crete, Dept Biol, Iraklion 71409, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000342263700005","Papadakis, Vassilis M."," Campus Univ Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000342263700005","Glaropoulos, Alexios"," Campus Univ Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000342263700005","Kentouri, Maroudio"," Campus Univ Voutes, Dept Biol, Iraklion 70013, Crete, Greece",24.8,35.2
" Crete,  Greece","WOS:000342263700005","Papadakis, Vassilis M."," Fdn Res & Technol, Inst Elect Struct & Laser, Iraklion 71110, Crete, Greece",24.8,35.2
" D-04103 Leipzig,  Germany","WOS:000305849400011","Grimes, Vaughan"," Max Planck Inst Evolutionary Anthropol, D-04103 Leipzig, Germany",12.4,51.3
" D-04103 Leipzig,  Germany","WOS:000324071100005","Nehlich, Olaf"," Max Planck Inst Evolutionare Anthropol, Dept Human Evolut, D-04103 Leipzig, Germany",12.4,51.3
" D-04103 Leipzig,  Germany","WOS:000324071100005","Richards, Michael P."," Max Planck Inst Evolutionare Anthropol, Dept Human Evolut, D-04103 Leipzig, Germany",12.4,51.3
" D-10115 Berlin,  Germany","WOS:000326042000006","Arlinghaus, Robert"," Humboldt Univ, Fac Agr & Hort, Chair Integrat Fisheries Management, D-10115 Berlin, Germany",13.4,52.5
" D-10115 Berlin,  Germany","WOS:000329299900004","Arlinghaus, Robert"," Humboldt Univ, Dept Crop & Anim Sci, Fac Agr & Hort, D-10115 Berlin, Germany",13.4,52.5
" D-10115 Berlin,  Germany","WOS:000329299900004","Johnston, Fiona D."," Humboldt Univ, Dept Crop & Anim Sci, Fac Agr & Hort, D-10115 Berlin, Germany",13.4,52.5
" D-10623 Berlin,  Germany","WOS:000312894700017","Blath, Jochen"," Tech Univ Berlin, Inst Math, D-10623 Berlin, Germany",13.3,52.5
" D-10623 Berlin,  Germany","WOS:000312894700017","Eldon, Bjarki"," Tech Univ Berlin, Inst Math, D-10623 Berlin, Germany",13.3,52.5
" D-10623 Berlin,  Germany","WOS:000322688800003","Blath, Jochen"," Tech Univ Berlin, Inst Math, D-10623 Berlin, Germany",13.3,52.5
" D-10623 Berlin,  Germany","WOS:000329874100030","Blath, Jochen"," Tech Univ Berlin, Inst Math, D-10623 Berlin, Germany",13.3,52.5
" D-10623 Berlin,  Germany","WOS:000329874100030","Eldon, Bjarki"," Tech Univ Berlin, Inst Math, D-10623 Berlin, Germany",13.3,52.5
" D-12587 Berlin,  Germany","WOS:000326042000006","Arlinghaus, Robert"," Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany",13.6,52.5
" D-12587 Berlin,  Germany","WOS:000329299900004","Arlinghaus, Robert"," Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany",13.6,52.5
" D-12587 Berlin,  Germany","WOS:000329299900004","Matsumura, Shuichi"," Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany",13.6,52.5
" D-12587 Berlin,  Germany","WOS:000329299900004","Johnston, Fiona D."," Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany",13.6,52.5
" D-12587 Berlin,  Germany","WOS:000329299900004","Uusi-Heikkilae, Silva"," Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany",13.6,52.5
" D-14195 Berlin,  Germany","WOS:000309413500001","Kuhl, Heiner"," Max Planck Inst Mol Genet, D-14195 Berlin, Germany",13.3,52.5
" D-18055 Rostock,  Germany","WOS:000297794600003","Groeger, Joachim"," Univ Rostock, Inst Biosci, D-18055 Rostock, Germany",12.2,54.1
" D-18055 Rostock,  Germany","WOS:000324387600006","Winkler, H."," Univ Rostock, D-18055 Rostock, Germany",12.2,54.1
" D-18055 Rostock,  Germany","WOS:000332385900007","Groeger, Joachim P."," Univ Rostock, Inst Biosci, D-18055 Rostock, Germany",12.2,54.1
" D-18057 Rostock,  Germany","WOS:000338999600016","Calduch-Verdiell, Nuria"," Max Planck Inst Demog Res, D-18057 Rostock, Germany",12.1,54.1
" D-18057 Rostock,  Germany","WOS:000338999600016","Vaupel, James W."," Max Planck Inst Demog Res, D-18057 Rostock, Germany",12.1,54.1
" D-18069 Rostock,  Germany","WOS:000308012200004","Rehberg-Haas, Sabine"," Johann Heinrich von Thunen Inst, Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000308012200004","Hammer, Cornelius"," Johann Heinrich von Thunen Inst, Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000308012200004","Temming, Axel"," Johann Heinrich von Thunen Inst, Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000309366300018","Boettcher, U."," Inst Balt Sea Fisheries, von Thunen Inst, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000319876000005","Polte, Patrick"," Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000321057000015","Weltersbach, Marc Simon"," Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000321057000015","Strehlow, Harry V."," Thunen Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000321436500010","Paul, K."," Thunen Inst, Fed Res Inst Rural Areas Forestry & Fishery, Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000321436500010","Oeberst, R."," Thunen Inst, Fed Res Inst Rural Areas Forestry & Fishery, Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000321436500010","Hammer, C."," Thunen Inst, Fed Res Inst Rural Areas Forestry & Fishery, Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000324387600006","Bleil, M."," Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000324387600006","Oeberst, R."," Inst Balt Sea Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000326042000006","Weltersbach, Marc Simon"," Thunen Inst Baltic Sea Fisheries TI OF, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000326042000006","Strehlow, Harry Vincent"," Thunen Inst Baltic Sea Fisheries TI OF, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000326042000006","Dorow, Malte"," State Res Ctr Agr & Fishery Mecklenburg Vorpommer, Inst Fisheries, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000336430200025","Paulsen, Matthias"," Inst Balt Sea Fisheries, Thunen Inst, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000336430200025","Hammer, Cornelius"," Inst Balt Sea Fisheries, Thunen Inst, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000336430200025","Polte, Patrick"," Inst Balt Sea Fisheries, Thunen Inst, D-18069 Rostock, Germany",12,54.1
" D-18069 Rostock,  Germany","WOS:000336430200025","von Dorrien, Christian"," Inst Balt Sea Fisheries, Thunen Inst, D-18069 Rostock, Germany",12,54.1
" D-21502 Geesthacht,  Germany","WOS:000299495500019","Malzahn, Arne M."," Inst Coastal Res, Helmholtz Zentrum Geesthacht Ctr Mat & Coastal Re, D-21502 Geesthacht, Germany",10.4,53.4
" D-21502 Geesthacht,  Germany","WOS:000300591800003","Malzahn, A."," Helmholtz Ctr Geesthacht, Ctr Mat & Coastal Res, Inst Coastal Res, D-21502 Geesthacht, Germany",10.4,53.4
" D-22767 Hamburg,  Germany","WOS:000297794600003","Schaber, Matthias"," Inst Sea Fisheries, Fed Res Inst Rural Areas Forestry & Fisheries, Johann Heinrich von Thunen Inst, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000297794600003","Groeger, Joachim"," Inst Sea Fisheries, Fed Res Inst Rural Areas Forestry & Fisheries, Johann Heinrich von Thunen Inst, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300491200012","Stransky, Christoph"," Inst Sea Fisheries, Johann Heinrich von Thunen Inst, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300491200012","Schlickeisen, Juergen"," Inst Sea Fisheries, Johann Heinrich von Thunen Inst, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300591800003","Meyer, S."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, Ctr Marine & Climate Res, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300591800003","Kanstinger, P."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, Ctr Marine & Climate Res, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300591800003","Peck, M. A."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, Ctr Marine & Climate Res, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300591800009","Peck, Myron A."," Ctr Marine & Climate Res, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000300591800009","Hufnagl, Marc"," Ctr Marine & Climate Res, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000301387200008","Kraus, Gerd"," Johann Heinrich von Thunen Inst, Fed Res Inst Rural Areas Forestry & Fisheries, Inst Sea Fisheries, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000302317300023","Meyer, Stefan"," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000302317300023","Peck, Myron A."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000308012200004","Temming, Axel"," Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000309366300018","Hanel, R."," Inst Fisheries Ecol, von Thunen Inst, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000318569800021","Kroll, M. -M."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000318569800021","Peck, M. A."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000319293900006","Rehbein, Hartmut","Max Rubner Inst, Dept Safety & Qual Milk & Fish Prod, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000320117200004","Reiser, Stefan"," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000320117200004","Temming, Axel"," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000320117200004","Eckhardt, Andre"," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000320117200004","Herrmann, Jens-Peter"," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000320117200004","Reiser, Stefan"," Thunen Inst Fisheries Ecol, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000323597000011","Peck, Myron A."," Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000339128500010","Peck, Myron A."," Univ Hamburg, Inst Hydrobiol & Fisheries Sci, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000341699500001","Simons, Sarah Laura"," Inst Sea Fisheries, Johann Heinrich Thunen Inst, Fed Res Inst Rural Areas Forestry & Fisheries, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000341699500001","Doering, Ralf"," Inst Sea Fisheries, Johann Heinrich Thunen Inst, Fed Res Inst Rural Areas Forestry & Fisheries, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000341699500001","Simons, Sarah Laura"," Univ Hamburg, Inst Hydrobiol & Fischereiwissensch, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000341699500001","Temming, Axel"," Univ Hamburg, Inst Hydrobiol & Fischereiwissensch, D-22767 Hamburg, Germany",9.9,53.5
" D-22767 Hamburg,  Germany","WOS:000342978600007","Schaber, Matthias"," Thunen Inst Sea Fisheries, D-22767 Hamburg, Germany",9.9,53.5
" D-22926 Ahrensburg,  Germany","WOS:000308012200004","Hillgruber, Nicola"," Thunen Inst Fisheries Ecol, D-22926 Ahrensburg, Germany",10.2,53.7
" D-24098 Kiel,  Germany","WOS:000305105900001","Voss, Ruediger"," Univ Kiel, Dept Econ, D-24098 Kiel, Germany",10.1,54.3
" D-24098 Kiel,  Germany","WOS:000305105900001","Schmidt, Joern O."," Univ Kiel, Dept Econ, D-24098 Kiel, Germany",10.1,54.3
" D-24098 Kiel,  Germany","WOS:000326237200011","Dietz, C."," Univ Kiel, Inst Anim Nutr & Physiol, D-24098 Kiel, Germany",10.1,54.3
" D-24098 Kiel,  Germany","WOS:000326237200011","Susenbeth, A."," Univ Kiel, Inst Anim Nutr & Physiol, D-24098 Kiel, Germany",10.1,54.3
" D-24098 Kiel,  Germany","WOS:000326237200011","Schulz, C."," Univ Kiel, Inst Anim Breeding & Husb, Dept Marine Aquaculture, D-24098 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000297794600003","Hinrichsen, Hans-Harald"," Leibniz Inst Marine Sci, IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000299495500019","Frommel, Andrea Y."," Leibniz Inst Marine Sci IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000299495500019","Maneja, Rommel"," Leibniz Inst Marine Sci IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000299495500019","Piatkowski, Uwe"," Leibniz Inst Marine Sci IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000299495500019","Reusch, Thorsten B. H."," Leibniz Inst Marine Sci IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000299495500019","Clemmesen, Catriona"," Leibniz Inst Marine Sci IFM GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000300591800003","Clemmesen, C."," Univ Kiel, Leibniz Inst Marine Sci, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000300591800003","Petereit, C."," Univ Kiel, Leibniz Inst Marine Sci, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000301387200008","Hinrichsen, Hans-Harald"," Leibniz Inst Marine Sci, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000301387200008","Teschner, Eske"," Leibniz Inst Marine Sci, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000307610900010","Wegner, K. Mathias"," Leibniz Inst Marine Sci IFM Geomar, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000307610900010","Shama, Lisa N. S."," Leibniz Inst Marine Sci IFM Geomar, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000309366300018","Heidemann, F."," GEOMAR, Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000309366300018","Marohn, L."," GEOMAR, Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000309366300018","Hinrichsen, H. H."," GEOMAR, Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000315953300020","Maneja, R. H."," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000315953300020","Frommel, A. Y."," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000315953300020","Piatkowski, U."," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000315953300020","Clemmesen, C."," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000320583900020","Tillner, Robert"," GEOMAR Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000320583900020","Ueberschaer, Bernd"," GEOMAR Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000323066600017","Maneja, R. H."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000323066600017","Frommel, A. Y."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000323066600017","Clemmesen, C."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000323066600017","Piatkowski, U."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000325121900011","Tillner, Robert"," GEOMAR Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000325121900011","Ueberschaer, Bernd"," GEOMAR Helmholtz Ctr Ocean Res Kiel, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000336430200025","Paulsen, Matthias"," Helmholtz Ctr Ocean Res GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000336430200025","Clemmesen, Catriona"," Helmholtz Ctr Ocean Res GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000338109700017","Frommel, Andrea Y."," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000338109700017","Maneja, Rommel"," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000338109700017","Piatkowski, Uwe"," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000338109700017","Clemmesen, Catriona"," Helmholtz Ctr Ocean Res Kiel, GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000342860100030","Maneja, Rommel H."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000342860100030","Frommel, Andrea Y."," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24105 Kiel,  Germany","WOS:000342860100030","Clemmesen, Catriona"," Helmholtz Zentrum Ozeanforsch Kiel GEOMAR, D-24105 Kiel, Germany",10.1,54.3
" D-24118 Kiel,  Germany","WOS:000301387200008","Voss, Ruediger"," Univ Kiel, Dept Econ, D-24118 Kiel, Germany",10.1,54.3
" D-25761 Buesum,  Germany","WOS:000325121900011","Ueberschaer, Bernd"," GMA Soc Assoc Marine Aquaculture Ltd, D-25761 Buesum, Germany",8.9,54.1
" D-25761 Busum,  Germany","WOS:000303391700010","Andreasen, Heidi"," Univ Vet Med Hannover, Inst Terr & Aquat Wildlife Res ITAW, D-25761 Busum, Germany",8.9,54.1
" D-25761 Busum,  Germany","WOS:000308012200004","Rehberg-Haas, Sabine"," GMA Soc Assoc Marine Aquaculture Ltd, D-25761 Busum, Germany",8.9,54.1
" D-25813 Husum,  Germany","WOS:000339101800014","Brandt, Miriam J."," BioConsult SH, D-25813 Husum, Germany",9.1,54.5
" D-25813 Husum,  Germany","WOS:000339101800014","Hansen, Sophie"," BioConsult SH, D-25813 Husum, Germany",9.1,54.5
" D-25813 Husum,  Germany","WOS:000339101800014","Diederichs, Ansgar"," BioConsult SH, D-25813 Husum, Germany",9.1,54.5
" D-25813 Husum,  Germany","WOS:000339101800014","Nehls, Georg"," BioConsult SH, D-25813 Husum, Germany",9.1,54.5
" D-25992 List Auf Sylt,  Germany","WOS:000307610900010","Wegner, K. Mathias"," Alfred Wegener Inst Polar & Marine Res, Wadden Sea Stn Sylt, D-25992 List Auf Sylt, Germany",8.3,54.9
" D-25992 List Auf Sylt,  Germany","WOS:000307610900010","Shama, Lisa N. S."," Alfred Wegener Inst Polar & Marine Res, Wadden Sea Stn Sylt, D-25992 List Auf Sylt, Germany",8.3,54.9
" D-25992 List Auf Sylt,  Germany","WOS:000307610900010","Kellnreitner, Florian"," Alfred Wegener Inst Polar & Marine Res, Wadden Sea Stn Sylt, D-25992 List Auf Sylt, Germany",8.3,54.9
" D-25992 List Auf Sylt,  Germany","WOS:000307610900010","Pockberger, Moritz"," Alfred Wegener Inst Polar & Marine Res, Wadden Sea Stn Sylt, D-25992 List Auf Sylt, Germany",8.3,54.9
" D-27472 Cuxhaven,  Germany","WOS:000334981600008","Lang, Thomas"," Thunen Inst Fisheries Ecol, D-27472 Cuxhaven, Germany",8.7,53.9
" D-27483 Helgoland,  Germany","WOS:000336430200025","Malzahn, Arne M."," Biol Anstalt Helgoland, Alfred Wegener Inst Polar & Marine Res, D-27483 Helgoland, Germany",7.4,51.5
" D-27498 Helgoland,  Germany","WOS:000299495500019","Malzahn, Arne M."," Biol Anstalt Helgoland, Alfred Wegener Inst Polar & Marine Res, D-27498 Helgoland, Germany",7.9,54.2
" D-27498 Helgoland,  Germany","WOS:000300591800003","Malzahn, A."," Biol Anstalt Helgoland, Alfred Wegener Inst Polar & Marine Res, D-27498 Helgoland, Germany",7.9,54.2
