"addr_short","ISIid","author","address","lon","lat"
" N-5817 Bergen,  Norway","WOS:000308370400001","Taranger, Geir L."," Nordnes, Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000308506900018","Thorsen, A."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000308506900018","Hamre, K."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309032600008","Jung, Kyung-Mi"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309032600008","Thorsen, Anders"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309032600008","Kjesbu, Olav Sigurd"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309249700009","Andersson, Eva"," Inst Marine Res, Res Grp Reprod & Growth, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309249700009","Taranger, Geir Lasse"," Inst Marine Res, Res Grp Reprod & Growth, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309249700009","Schulz, Rudiger W."," Inst Marine Res, Res Grp Reprod & Growth, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Kleppe, Lene"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Edvardsen, Rolf B."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Malde, Ketil"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Furmanek, Tomasz"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Drivenes, Oyvind"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Taranger, Geir L."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309413500001","Wargelius, Anna"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Ottera, H."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Agnalt, A-L"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Thorsen, A."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Kjesbu, O. S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Dahle, G."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000309877700003","Jorstad, K."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310099000005","Janagap, Steve"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310099000005","Azeredo, Rita"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310099000005","Thu-Thao Nguyen"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310099000005","Hamre, Kristin"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310099000005","Araujo, Pedro"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310214700011","Amlund, H."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310214700011","Berntssen, M. H. G."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310214700011","Lunestad, B. T."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310214700011","Lundebye, A. -K."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310571300043","Norberg, Birgitta"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310751400020","Berntssen, M. H. G."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310751400020","Maage, A."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000310751400020","Lundebye, A. -K."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000311066800029","Myksvoll, M. S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000311066800029","Sandvik, A. D."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000311066800029","Skarohamar, J."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000311066800029","Sundby, S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312247800002","Skjaeraasen, Jon Egil"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312247800002","Karlsen, Orjan"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312247800002","Lokkeborg, Svein"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312247800002","Michalsen, Kathrine"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312247800002","Ferno, Anders"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312479900013","Drinkwater, K. F."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312479900013","Drinkwater, K. F."," Bjerknes Ctr Climate Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312631200005","Nilsson, Jonatan"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312631200005","Fosseidengen, Jan Erik"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312631200005","Kristiansen, Tore"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312783800004","Kjesbu, Olav Sigurd"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312783800004","Bjorn, Pal Arne"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000312783800004","Nilsen, Rune"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000313535400002","Taranger, Geir Lasse"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000314935000015","Folkvord, A."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000315008600015","Bratberg, Mari"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000315008600015","Edvardsen, Rolf B."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000315008600015","Meier, Sonnich"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000315369400005","Hansen, Truls Wergeland"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000315369400005","Saele, Oystein"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316037000004","Skjaerven, Kaja H."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316037000004","Penglase, Samuel"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316037000004","Olsvik, Pal A."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316037000004","Hamre, Kristin"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316202300012","Saele, Oystein"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316202300012","Nordgreen, Andreas"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316202300012","Olsvik, Pal A."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316202300012","Hjelle, Jan I."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316202300012","Hamre, Kristin"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316523300005","Furne, Miriam"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316523300005","Holen, Elisabeth"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316523300005","Araujo, Pedro"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316523300005","Lie, Kai Kristoffer"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316523300005","Moren, Mari"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316617800017","Bergh, Oivind"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316617800017","Dahle, Geir"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316617800017","Holst, Jens Christian"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000316617800017","Sandlund, Nina"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000317937600015","Drinkwater, Kenneth F."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Skulstad, Ole Fredrik"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Karlsen, Orjan"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Fosseidengen, Jan Erik"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Kristiansen, Tore S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Taranger, Geir Lasse"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318159400007","Oppedal, Frode"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318278300006","Liland, N. S."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318278300006","Berntssen, M. H. G."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318278300006","Brattelid, T."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318278300006","Madsen, L."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000318278300006","Torstensen, B. E."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319168500016","Sele, Veronika"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319168500016","Amlund, Heidi"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319168500016","Berntssen, Marc H. G."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319168500016","Berntsen, Jannicke A."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319168500016","Sloth, Jens J."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000319491700007","Geffen, Audrey J."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000320357800008","Bogstad, Bjarte"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000320357800008","Dingsor, Gjert Endre"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000320357800008","Ingvaldsen, Randi B."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000320357800008","Gjosaeter, Harald"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321231500012","Kleppe, Lene"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321231500012","Edvardsen, Rolf B."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321231500012","Andersson, Eva"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321231500012","Taranger, Geir L."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321231500012","Wargelius, Anna"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321520400004","Samuelsen, Ole B."," Inst Marine Res, Fish Dis Grp, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321937700045","Julshamn, Kaare"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321937700045","Duinker, Arne"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321937700045","Nilsen, Bente M."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321937700045","Maage, Amund"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000321937700045","Nedreaas, Kjell"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000322112300037","Dunlop, Erin S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000323002600002","Ndjaula, H. O. N."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000323002600002","Krakstad, J-O"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000323002600002","Kjesbu, O. S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000323597000011","Drinkwater, Kenneth"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000323597000011","Loeng, Harald"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325236400015","Thorsen, Anders"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325236400015","Solemdal, Per"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325236400015","Kjesbu, Olav Sigurd"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325550000005","Furmanek, Tomasz"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Hauge, Kjellrun Hiis"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Fossa, Jan Helge"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Grosvik, Bjorn Einar"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Handegard, Nils Olav"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Meier, Sonnich"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Olsen, Erik"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000325600600036","Vikebo, Frode"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000326042000006","Ferter, Keno"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000326042000006","Vlstad, Jon Helge"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000329273300008","Rosen, Shale"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330346400013","Sanden, Monica"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330346400013","Ornsrud, Robin"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330346400013","Sissener, Nini H."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330346400013","Jorgensen, Susanne"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330346400013","Hemre, Gro-Ingunn"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000330722700002","Samuelsen, Ole Bent"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332408400012","Andersson, E."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332408400012","Taranger, G. L."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Kjesbu, Olav Sigurd"," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Bogstad, Bjarte"," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Devine, Jennifer A."," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Gjosaeter, Harald"," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Howell, Daniel"," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Nash, Richard D. M."," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Skjaeraasen, Jon Egil"," Inst Marine Res, Res Grp Demersal Fish, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332560300066","Ingvaldsen, Randi B."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000332791500020","Caipang, C. M. A."," Inst Marine Res, Dis & Pathogen Transmiss Res Grp, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334361000017","Kristiansen, Trond"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334361000017","Drinkwater, Kenneth F."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334499100024","Nilsson, Jonatan"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334499100024","Fosseidengen, Jan Erik"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334499100024","Kristiansen, Tore S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Jorstad, Knut E."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Ottera, Hakon"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Dahle, Geir"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Paulsen, Ole I."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Bakke, Gunnar"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000334694300014","Svasand, Terje"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Drinkwater, Kenneth F."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Kristiansen, Trond"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Sundby, Svein"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Drinkwater, Kenneth F."," Bjerknes Ctr Climate Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Kristiansen, Trond"," Bjerknes Ctr Climate Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335428300011","Sundby, Svein"," Bjerknes Ctr Climate Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335804700003","Skjaerven, Kaja H."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335804700003","Hamre, Kristin"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335804700003","Penglase, Samuel"," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335804700003","Olsvik, Pal A."," Natl Inst Nutr & Seafood Res NIFES, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000335804700003","Finn, Roderick Nigel"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000336430200022","Myksvoll, Mari S."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000336430200022","Jung, Kyung-Mi"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000336430200022","Albretsen, Jon"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000336430200022","Sundby, Svein"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338120600007","Wennevik, V."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338120600007","Glover, K. A."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338630800013","Michalsen, Kathrine"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Folkvord, Arild"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Korsbrekke, Knut"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Nash, Richard D. M."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Skjaeraasen, Jon Egil"," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Folkvord, Arild"," Hjort Ctr Marine Ecosyst Dynam, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Nash, Richard D. M."," Hjort Ctr Marine Ecosyst Dynam, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000338999600015","Skjaeraasen, Jon Egil"," Hjort Ctr Marine Ecosyst Dynam, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000339106200009","Skjaeraasen, J. E."," Inst Marine Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000339695600034","Hamre, Kristin"," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
" N-5817 Bergen,  Norway","WOS:000339695600034","Penglase, Samuel J."," Natl Inst Nutr & Seafood Res, N-5817 Bergen, Norway",-97.1,42.8
